Customer_ID,risk_score,risk_category
1724-BQUHA,6,"High risk"
4826-XTSOH,6,"High risk"
2495-INZWQ,4,"High risk"
4139-SUGLD,2,"Medium risk"
6857-VWJDT,6,"High risk"
5624-BQSSA,4,"High risk"
2408-WITXK,4,"High risk"
5577-OTWWW,3,"Medium risk"
6100-QQHEB,4,"High risk"
2634-HCZGT,1,"Low risk"
7503-QQRVF,4,"High risk"
2691-NZETQ,6,"High risk"
4404-HIBDJ,1,"Low risk"
5533-NHFRF,2,"Medium risk"
7295-JOMMD,5,"High risk"
5013-SBUIH,3,"Medium risk"
0709-TVGUR,5,"High risk"
6023-YEBUP,5,"High risk"
7209-JCUDS,6,"High risk"
3001-CBHLQ,4,"High risk"
6158-DWPZT,3,"Medium risk"
4360-QRAVE,2,"Medium risk"
8433-WPJTV,2,"Medium risk"
3763-GCZHZ,3,"Medium risk"
0772-GYEQQ,5,"High risk"
4831-EOBFE,5,"High risk"
4102-OQUPX,4,"High risk"
9170-GYZJC,2,"Medium risk"
3999-QGRJH,5,"High risk"
2454-RPBRZ,5,"High risk"
5387-ASZNZ,0,"Low risk"
2002-MZHWP,4,"High risk"
2265-CYWIV,6,"High risk"
2277-DJJDL,3,"Medium risk"
6963-EZQEE,1,"Low risk"
2452-KDRRH,4,"High risk"
2004-OCQXK,6,"High risk"
5027-QPKTE,5,"High risk"
2672-HUYVI,6,"High risk"
7508-MYBOG,5,"High risk"
0148-DCDOS,5,"High risk"
9992-RRAMN,5,"High risk"
0310-MVLET,4,"High risk"
4550-VBOFE,5,"High risk"
5248-RPYWW,1,"Low risk"
7923-IYJWY,2,"Medium risk"
5696-QURRL,3,"Medium risk"
7409-KIUTL,4,"High risk"
1732-VHUBQ,3,"Medium risk"
0495-RVCBF,4,"High risk"
7854-EDSSA,2,"Medium risk"
8869-TORSS,1,"Low risk"
0679-IDSTG,5,"High risk"
1658-TJVOA,4,"High risk"
2115-BFTIW,4,"High risk"
0611-DFXKO,5,"High risk"
7780-OTDSO,5,"High risk"
9747-DDZOS,5,"High risk"
0674-DGMAQ,4,"High risk"
2761-XECQW,3,"Medium risk"
0564-JJHGS,6,"High risk"
3348-CFRNX,5,"High risk"
1428-GTBJJ,5,"High risk"
8059-UDZFY,4,"High risk"
7740-BTPUX,2,"Medium risk"
8802-UNOJF,4,"High risk"
6313-GIDIT,3,"Medium risk"
2845-AFFTX,5,"High risk"
2249-YPRNG,5,"High risk"
7410-YTJIK,5,"High risk"
4626-GYCZP,6,"High risk"
5590-BYNII,5,"High risk"
3237-AJGEH,2,"Medium risk"
1591-NFNLQ,3,"Medium risk"
8648-PFRMP,2,"Medium risk"
2815-CPTUL,5,"High risk"
0596-BQCEQ,5,"High risk"
1481-ZUWZA,5,"High risk"
8996-ZROXE,0,"Low risk"
2309-OSFEU,4,"High risk"
2207-QPJED,3,"Medium risk"
1891-FZYSA,5,"High risk"
7613-LLQFO,6,"High risk"
2640-PMGFL,3,"Medium risk"
3801-HMYNL,6,"High risk"
0516-QREYC,2,"Medium risk"
9685-WKZGT,3,"Medium risk"
6022-UGGSO,4,"High risk"
3865-QBWSJ,4,"High risk"
5857-TYBCJ,4,"High risk"
4484-CGXFK,4,"High risk"
4176-RELJR,1,"Low risk"
6214-EDAKZ,2,"Medium risk"
6127-ISGTU,4,"High risk"
8740-XLHDR,3,"Medium risk"
1208-DNHLN,2,"Medium risk"
1761-AEZZR,5,"High risk"
3923-CSIHK,2,"Medium risk"
7120-RFMVS,6,"High risk"
7924-GJZFI,3,"Medium risk"
5897-ZYEKH,3,"Medium risk"
5456-ITGIC,0,"Low risk"
7317-GGVPB,3,"Medium risk"
1322-AGOQM,3,"Medium risk"
3677-IYRBF,4,"High risk"
5692-FPTAH,4,"High risk"
1550-LOAHA,5,"High risk"
0268-QKIWO,3,"Medium risk"
0876-WDUUZ,5,"High risk"
0617-FHSGK,4,"High risk"
2858-MOFSQ,2,"Medium risk"
8118-LSUEL,5,"High risk"
8070-AAWZP,1,"Low risk"
7005-CCBKV,5,"High risk"
4250-FDVOU,4,"High risk"
5277-ZLOOR,5,"High risk"
2141-RRYGO,3,"Medium risk"
6376-GAHQE,5,"High risk"
5052-PNLOS,5,"High risk"
6979-ZNSFF,6,"High risk"
2386-LAHRK,4,"High risk"
6032-IGALN,4,"High risk"
4248-HCETZ,3,"Medium risk"
0516-WJVXC,3,"Medium risk"
9174-FKWZE,4,"High risk"
6860-YRJZP,4,"High risk"
8809-RIHDD,3,"Medium risk"
4822-NGOCH,5,"High risk"
9391-DXGGG,3,"Medium risk"
9844-FELAJ,2,"Medium risk"
5307-DZCVC,4,"High risk"
8679-JOEVF,2,"Medium risk"
8395-ETZKQ,1,"Low risk"
1432-FPAXX,3,"Medium risk"
8336-TAVKX,0,"Low risk"
4803-AXVYP,4,"High risk"
3884-HCSWG,4,"High risk"
5077-DXTCG,4,"High risk"
1142-WACZW,3,"Medium risk"
5649-ANRML,4,"High risk"
4892-VLANZ,3,"Medium risk"
2919-HBCJO,5,"High risk"
4236-XPXAV,5,"High risk"
0581-BXBUB,4,"High risk"
3030-YZADT,4,"High risk"
7410-KTVFV,3,"Medium risk"
5150-ITWWB,5,"High risk"
9281-OFDMF,4,"High risk"
8393-DLHGA,5,"High risk"
7395-IGJOS,5,"High risk"
2834-SPCJV,5,"High risk"
7890-VYYWG,4,"High risk"
9907-SWKKF,4,"High risk"
0587-DMGBH,3,"Medium risk"
7636-OWBPG,3,"Medium risk"
6397-JNZZG,3,"Medium risk"
3523-QRQLL,2,"Medium risk"
0895-DQHEW,5,"High risk"
8149-RSOUN,5,"High risk"
0549-CYCQN,2,"Medium risk"
7250-EQKIY,4,"High risk"
4013-UBXWQ,2,"Medium risk"
5519-NPHVG,5,"High risk"
0928-JMXNP,3,"Medium risk"
8849-GYOKR,4,"High risk"
3148-BLQJT,4,"High risk"
0461-CVKMU,4,"High risk"
8806-EAGWC,4,"High risk"
7779-LGOVN,5,"High risk"
9710-ZUSHQ,5,"High risk"
3629-ZNKXA,4,"High risk"
4827-LTQRJ,2,"Medium risk"
4183-WCSEP,3,"Medium risk"
5498-TXHLF,4,"High risk"
9722-UJOJR,4,"High risk"
3902-FOIGH,6,"High risk"
6772-KSATR,6,"High risk"
7112-OPOTK,4,"High risk"
4210-QFJMF,5,"High risk"
3318-OSATS,5,"High risk"
5828-AVIPD,2,"Medium risk"
1086-LXKFY,5,"High risk"
2636-ALXXZ,5,"High risk"
7774-OJSXI,3,"Medium risk"
7786-WBJYI,5,"High risk"
0136-IFMYD,2,"Medium risk"
5144-TVGLP,4,"High risk"
9885-CSMWE,5,"High risk"
9659-ZTWSM,2,"Medium risk"
5016-ETTFF,3,"Medium risk"
3866-MDTUB,4,"High risk"
2195-VVRJF,2,"Medium risk"
8058-JMEQO,5,"High risk"
0697-ZMSWS,6,"High risk"
7657-DYEPJ,0,"Low risk"
8276-MQBYC,5,"High risk"
7593-XFKDI,4,"High risk"
0337-CNPZE,5,"High risk"
1513-XNPPH,5,"High risk"
6015-VVHHE,5,"High risk"
1125-SNVCK,2,"Medium risk"
6347-DCUIK,5,"High risk"
2545-EBUPK,5,"High risk"
2172-EJXVF,3,"Medium risk"
0897-FEGMU,5,"High risk"
7663-RGWBC,4,"High risk"
1120-BMWUB,1,"Low risk"
9124-LHCJQ,6,"High risk"
2235-ZGKPT,4,"High risk"
3891-PUQOD,4,"High risk"
0689-NKYLF,5,"High risk"
8659-HDIYE,1,"Low risk"
3658-KIBGF,4,"High risk"
5519-YLDGW,5,"High risk"
4680-KUTAJ,3,"Medium risk"
4946-EDSEW,4,"High risk"
2883-ILGWO,3,"Medium risk"
2516-VQRRV,4,"High risk"
7580-UGXNC,4,"High risk"
5178-LMXOP,6,"High risk"
8185-UPYBR,5,"High risk"
4585-HETAI,5,"High risk"
7526-BEZQB,5,"High risk"
4951-UKAAQ,6,"High risk"
1167-OYZJF,1,"Low risk"
2108-YKQTY,3,"Medium risk"
4806-DXQCE,2,"Medium risk"
4918-QLLIW,4,"High risk"
7056-IMHCC,5,"High risk"
1625-JAIIY,4,"High risk"
2947-DOMLJ,4,"High risk"
4112-LUEIZ,5,"High risk"
4510-HIMLV,5,"High risk"
8749-JMNKX,5,"High risk"
2430-USGXP,5,"High risk"
5955-ERIHD,5,"High risk"
0917-EZOLA,3,"Medium risk"
5996-NRVXR,2,"Medium risk"
5949-EBSQK,3,"Medium risk"
0100-DUVFC,3,"Medium risk"
5397-TUPSH,2,"Medium risk"
6773-LQTVT,2,"Medium risk"
7274-RTAPZ,6,"High risk"
0311-UNPFF,5,"High risk"
3834-XUIFC,6,"High risk"
8414-MYSHR,6,"High risk"
9402-ORRAH,4,"High risk"
4840-ORQXB,4,"High risk"
7599-FKVXZ,4,"High risk"
3982-DQLUS,4,"High risk"
3756-VNWDH,3,"Medium risk"
8229-TNIQA,4,"High risk"
2921-XWDJH,4,"High risk"
6221-AVQYL,5,"High risk"
7743-EXURX,4,"High risk"
5569-KGJHX,5,"High risk"
4988-IQIGL,4,"High risk"
9799-CAYJJ,4,"High risk"
7730-IUTDZ,4,"High risk"
0426-TIRNE,3,"Medium risk"
6814-ZPWFQ,1,"Low risk"
7587-RZNME,3,"Medium risk"
0748-RDGGM,3,"Medium risk"
5019-GQVCR,4,"High risk"
4706-AXVKM,6,"High risk"
5889-JTMUL,4,"High risk"
9026-RNUJS,4,"High risk"
3746-EUBYR,5,"High risk"
2332-EFBJY,3,"Medium risk"
2880-FPNAE,4,"High risk"
9474-PHLYD,3,"Medium risk"
2165-VOEGB,3,"Medium risk"
2219-MVUSO,4,"High risk"
8914-RBTSB,5,"High risk"
1568-BEKZM,1,"Low risk"
0963-ZBDRN,3,"Medium risk"
7594-RQHXR,5,"High risk"
6331-EWIEB,5,"High risk"
2045-BMBTJ,2,"Medium risk"
5998-VVEJY,3,"Medium risk"
1624-NALOJ,6,"High risk"
6741-EGCBI,4,"High risk"
4317-VTEOA,4,"High risk"
1670-SVOWZ,4,"High risk"
1730-ZMAME,3,"Medium risk"
7541-YLXCL,1,"Low risk"
0260-ZDLGK,3,"Medium risk"
5913-INRQV,2,"Medium risk"
8722-NGNBH,3,"Medium risk"
6210-KBBPI,6,"High risk"
0133-BMFZO,5,"High risk"
6128-CZOMY,4,"High risk"
9540-JYROE,5,"High risk"
2260-USTRB,5,"High risk"
3656-TKRVZ,4,"High risk"
6185-TASNN,3,"Medium risk"
8623-TMRBY,4,"High risk"
1501-SGHBW,4,"High risk"
3208-YPIOE,3,"Medium risk"
2612-RANWT,6,"High risk"
1925-LFCZZ,1,"Low risk"
6900-PXRMS,5,"High risk"
8707-RMEZH,3,"Medium risk"
3346-BRMIS,3,"Medium risk"
9373-WSLOY,1,"Low risk"
2933-FILNV,3,"Medium risk"
9819-FBNSV,3,"Medium risk"
9544-PYPSJ,4,"High risk"
9986-BONCE,4,"High risk"
2722-JMONI,4,"High risk"
3878-AVSOQ,4,"High risk"
3258-SYSWS,2,"Medium risk"
4083-EUGRJ,4,"High risk"
7579-OOPEC,4,"High risk"
0512-FLFDW,3,"Medium risk"
1771-OADNZ,4,"High risk"
2107-FBPTK,4,"High risk"
1016-DJTSV,4,"High risk"
5699-BNCAS,1,"Low risk"
2900-PHPLN,1,"Low risk"
0612-RTZZA,4,"High risk"
4039-PIMHX,1,"Low risk"
6410-LEFEN,4,"High risk"
3194-ORPIK,5,"High risk"
7826-VVKWT,3,"Medium risk"
8816-VXNZD,5,"High risk"
9378-FXTIZ,1,"Low risk"
1723-HKXJQ,5,"High risk"
7825-GKXMW,4,"High risk"
1240-KNSEZ,3,"Medium risk"
0836-SEYLU,3,"Medium risk"
4433-JCGCG,5,"High risk"
3716-BDVDB,5,"High risk"
5899-MQZZL,4,"High risk"
6849-OYAMU,3,"Medium risk"
9488-HGMJH,4,"High risk"
6038-GCYEC,3,"Medium risk"
1150-WFARN,3,"Medium risk"
3144-AUDBS,3,"Medium risk"
5616-PRTNT,3,"Medium risk"
4818-QIUFN,4,"High risk"
6961-VCPMC,4,"High risk"
5288-AHOUP,4,"High risk"
6688-UZPWD,6,"High risk"
2839-RFSQE,4,"High risk"
0968-GSIKN,4,"High risk"
1965-DDBWU,3,"Medium risk"
9057-SIHCH,6,"High risk"
6771-XWBDM,5,"High risk"
7134-HBPBS,2,"Medium risk"
8601-QACRS,4,"High risk"
2391-SOORI,4,"High risk"
2645-QTLMB,5,"High risk"
4806-HIPDW,5,"High risk"
4424-TKOPW,6,"High risk"
4415-WNGVR,1,"Low risk"
8443-ZRDBZ,5,"High risk"
9136-ALYBR,3,"Medium risk"
7479-NITWS,6,"High risk"
2959-MJHIC,6,"High risk"
4201-JMNGR,4,"High risk"
5960-WPXQM,5,"High risk"
0684-AOSIH,5,"High risk"
8260-NGFNY,4,"High risk"
1309-XGFSN,2,"Medium risk"
1866-RZZQS,5,"High risk"
8631-NBHFZ,1,"Low risk"
4958-XCBDQ,4,"High risk"
8337-UPOAQ,6,"High risk"
1725-IQNIY,3,"Medium risk"
6598-RFFVI,2,"Medium risk"
6712-OAWRH,4,"High risk"
8614-VGMMV,3,"Medium risk"
2930-UOTMB,2,"Medium risk"
5914-DVBWJ,4,"High risk"
2533-QVMSK,2,"Medium risk"
8644-XLFBW,5,"High risk"
0650-BWOZN,3,"Medium risk"
8625-AZYZY,4,"High risk"
9306-CPCBC,4,"High risk"
4304-XUMGI,1,"Low risk"
9481-IEBZY,3,"Medium risk"
1833-VGRUM,5,"High risk"
8374-XGEJJ,5,"High risk"
2656-TABEH,6,"High risk"
6946-LMSQS,4,"High risk"
2325-ZUSFD,2,"Medium risk"
3932-CMDTD,4,"High risk"
1080-BWSYE,1,"Low risk"
4039-HEUNW,4,"High risk"
0812-WUPTB,5,"High risk"
3594-UVONA,2,"Medium risk"
0004-TLHLJ,5,"High risk"
5089-IFSDP,4,"High risk"
4817-VYYWS,5,"High risk"
1396-QWFBJ,3,"Medium risk"
5299-SJCZT,5,"High risk"
2403-BCASL,2,"Medium risk"
2898-LSJGD,2,"Medium risk"
7359-PTSXY,4,"High risk"
3786-WOVKF,3,"Medium risk"
4503-BDXBD,5,"High risk"
6086-ESGRL,6,"High risk"
3886-CERTZ,3,"Medium risk"
5816-SCGFC,3,"Medium risk"
9278-VZKCD,4,"High risk"
5759-RCVCB,4,"High risk"
6372-RFVNS,4,"High risk"
8261-GWDBQ,2,"Medium risk"
8938-UMKPI,5,"High risk"
0991-BRRFB,3,"Medium risk"
3871-IKPYH,4,"High risk"
6319-IEJWJ,5,"High risk"
9025-AOMKI,6,"High risk"
6173-GOLSU,4,"High risk"
5275-SQEIZ,6,"High risk"
7716-YTYHG,4,"High risk"
4390-KYULV,4,"High risk"
1304-NECVQ,5,"High risk"
8945-GRKHX,5,"High risk"
6959-UWKHF,4,"High risk"
8720-RQSBJ,3,"Medium risk"
3815-SLMEF,3,"Medium risk"
5154-VEKBL,3,"Medium risk"
5655-JSMZM,5,"High risk"
4505-EXZHB,5,"High risk"
7225-CBZPL,4,"High risk"
4587-VVTOX,6,"High risk"
4652-NNHNY,4,"High risk"
8972-HJWNV,6,"High risk"
3692-JHONH,3,"Medium risk"
8515-OCTJS,1,"Low risk"
2860-RANUS,5,"High risk"
5261-QSHQM,4,"High risk"
8868-WOZGU,4,"High risk"
1200-TUZHR,5,"High risk"
1334-FJSVR,4,"High risk"
7130-CTCUS,2,"Medium risk"
7625-XCQRH,4,"High risk"
1731-TVIUK,5,"High risk"
0406-BPDVR,4,"High risk"
0618-XWMSS,4,"High risk"
5276-KQWHG,4,"High risk"
0420-HLGXF,4,"High risk"
2565-JSLRY,4,"High risk"
6689-KXGBO,4,"High risk"
3657-COGMW,4,"High risk"
6615-NGGZJ,5,"High risk"
4334-HOWRP,0,"Low risk"
4255-DDUOU,4,"High risk"
2984-MIIZL,5,"High risk"
5590-YRFJT,2,"Medium risk"
4098-NAUKP,4,"High risk"
3308-JSGML,0,"Low risk"
3677-TNKIO,4,"High risk"
6199-IWKGC,2,"Medium risk"
2675-DHUTR,4,"High risk"
9667-EQRXU,3,"Medium risk"
7446-YPODE,3,"Medium risk"
9522-BNTHX,2,"Medium risk"
3329-WDIOK,4,"High risk"
2873-ZLIWT,4,"High risk"
3415-TAILE,4,"High risk"
1915-IOFGU,5,"High risk"
3045-XETSH,5,"High risk"
7239-HZZCX,3,"Medium risk"
0531-ZZJWQ,3,"Medium risk"
2688-BHGOG,4,"High risk"
7683-CBDKJ,3,"Medium risk"
0946-CLJTI,5,"High risk"
0916-QOFDP,4,"High risk"
0628-CNQRM,1,"Low risk"
7665-TOALD,5,"High risk"
0112-QWPNC,2,"Medium risk"
0324-BRPCJ,4,"High risk"
2777-PHDEI,5,"High risk"
1196-AMORA,5,"High risk"
4282-YMKNA,5,"High risk"
5356-RHIPP,4,"High risk"
9189-JWSHV,5,"High risk"
0746-JTRFU,4,"High risk"
0576-WNXXC,5,"High risk"
8910-LEDAG,3,"Medium risk"
3452-GWUIN,4,"High risk"
4628-CTTLA,3,"Medium risk"
2876-VBBBL,4,"High risk"
6834-NXDCA,2,"Medium risk"
5597-GLBUC,6,"High risk"
7278-CKDNC,4,"High risk"
2748-MYRVK,3,"Medium risk"
8450-UYIBU,2,"Medium risk"
4822-YCXMX,5,"High risk"
9821-POOTN,4,"High risk"
3836-FZSDJ,1,"Low risk"
6559-ILWKJ,2,"Medium risk"
0187-QSXOE,5,"High risk"
7733-UDMTP,2,"Medium risk"
4229-CZMLL,5,"High risk"
6904-JLBGY,2,"Medium risk"
6917-YACBP,4,"High risk"
4223-WOZCM,3,"Medium risk"
5917-RYRMG,1,"Low risk"
3663-MITLP,4,"High risk"
9025-ZRPVR,3,"Medium risk"
3285-UCQVC,2,"Medium risk"
8224-DWCKX,4,"High risk"
5482-PLVPE,4,"High risk"
4902-OHLSK,4,"High risk"
0495-ZBNGW,5,"High risk"
2357-COQEK,4,"High risk"
3737-GCSPV,5,"High risk"
1768-HNVGJ,1,"Low risk"
4088-YLDSU,3,"Medium risk"
4395-PZMSN,5,"High risk"
5446-DKWYW,1,"Low risk"
2034-CGRHZ,4,"High risk"
5797-APWZC,6,"High risk"
3683-QKIUE,3,"Medium risk"
4228-ZGYUW,5,"High risk"
8107-KNCIM,3,"Medium risk"
3519-ZKXGG,5,"High risk"
6416-TVAIH,4,"High risk"
5451-YHYPW,2,"Medium risk"
5108-ADXWO,5,"High risk"
3066-RRJIO,4,"High risk"
7629-WFGLW,2,"Medium risk"
6715-OFDBP,4,"High risk"
1567-DSCIC,6,"High risk"
2150-UWTFY,3,"Medium risk"
2683-BPJSO,5,"High risk"
2157-MXBJS,1,"Low risk"
9360-AHGNL,3,"Medium risk"
1087-UDSIH,3,"Medium risk"
5485-WUYWF,4,"High risk"
8818-DOPVL,4,"High risk"
2632-UCGVD,4,"High risk"
5445-PZWGX,3,"Medium risk"
9170-CCKOU,5,"High risk"
1043-YCUTE,1,"Low risk"
3814-MLAXC,3,"Medium risk"
1226-UDFZR,4,"High risk"
7044-YAACC,4,"High risk"
8189-XRIKE,4,"High risk"
6425-YQLLO,3,"Medium risk"
5442-UTCVD,6,"High risk"
7734-DBOAI,3,"Medium risk"
2091-RFFBA,4,"High risk"
2114-MGINA,5,"High risk"
3740-RLMVT,0,"Low risk"
4489-SNOJF,2,"Medium risk"
2186-QZEYA,2,"Medium risk"
6899-PPEEA,5,"High risk"
2187-LZGPL,4,"High risk"
4597-NUCQV,4,"High risk"
9019-QVLZD,5,"High risk"
5599-HVLTW,4,"High risk"
3707-LRWZD,4,"High risk"
1455-ESIQH,6,"High risk"
2979-SXESE,4,"High risk"
4013-TLDHQ,4,"High risk"
9208-OLGAQ,4,"High risk"
3244-CQPHU,2,"Medium risk"
2674-MLXMN,4,"High risk"
9708-HPXWZ,2,"Medium risk"
3754-DXMRT,4,"High risk"
5792-JALQC,1,"Low risk"
7130-VTEWQ,4,"High risk"
6121-VZNQB,4,"High risk"
7903-CMPEY,6,"High risk"
6996-KNSML,5,"High risk"
2675-OTVVJ,4,"High risk"
0537-QYZZN,3,"Medium risk"
3340-QBBFM,0,"Low risk"
1704-NRWYE,6,"High risk"
2592-SEIFQ,4,"High risk"
7481-ATQQS,5,"High risk"
2277-VWCNI,3,"Medium risk"
8642-GVWRF,5,"High risk"
3400-ESFUW,1,"Low risk"
2057-ZBLPD,4,"High risk"
5502-RLUYV,5,"High risk"
0023-HGHWL,3,"Medium risk"
7576-JMYWV,3,"Medium risk"
9039-RBEEE,2,"Medium risk"
8417-FMLZI,6,"High risk"
5227-JSCFE,0,"Low risk"
1792-UXAFY,5,"High risk"
0515-YPMCW,5,"High risk"
0378-XSZPU,2,"Medium risk"
4729-XKASR,4,"High risk"
5449-FIBXJ,3,"Medium risk"
9837-BMCLM,5,"High risk"
0137-UDEUO,4,"High risk"
6161-UUUTA,5,"High risk"
6543-XRMYR,5,"High risk"
4925-LMHOK,2,"Medium risk"
1608-GMEWB,4,"High risk"
1455-UGQVH,6,"High risk"
8280-MQRQN,3,"Medium risk"
2037-SGXHH,5,"High risk"
3178-FESZO,6,"High risk"
6087-MVHJH,5,"High risk"
4603-JANFB,5,"High risk"
3018-TFTSU,6,"High risk"
4806-KEXQR,5,"High risk"
7083-YNSKY,3,"Medium risk"
2479-BRAMR,5,"High risk"
2665-NPTGL,4,"High risk"
7434-SHXLS,3,"Medium risk"
7908-QCBCA,5,"High risk"
6711-FLDFB,5,"High risk"
3714-JTVOV,4,"High risk"
0442-ZXKVS,2,"Medium risk"
4702-IOQDC,4,"High risk"
0575-CUQOV,3,"Medium risk"
6178-KFNHS,5,"High risk"
1264-BYWMS,5,"High risk"
9658-WYUFB,5,"High risk"
5329-KRDTM,0,"Low risk"
2013-SGDXK,6,"High risk"
0707-HOVVN,0,"Low risk"
8580-QVLOC,2,"Medium risk"
2012-NWRPA,5,"High risk"
8808-ELEHO,6,"High risk"
3506-LCJDC,4,"High risk"
9518-XXBXE,4,"High risk"
3934-HXCFZ,5,"High risk"
7666-WKRON,2,"Medium risk"
0423-UDIJQ,2,"Medium risk"
4910-AQFFX,3,"Medium risk"
2154-KVJFF,3,"Medium risk"
9647-ERGBE,5,"High risk"
3428-XZMAZ,5,"High risk"
0378-TOVMS,5,"High risk"
4355-HBJHH,2,"Medium risk"
9058-CBREO,4,"High risk"
9029-FEGVJ,3,"Medium risk"
0318-QUUOB,6,"High risk"
5520-FVEWJ,6,"High risk"
5572-ZDXHY,5,"High risk"
3750-CKVKH,5,"High risk"
8063-GBATB,5,"High risk"
4547-KQRTM,6,"High risk"
4877-EVATK,4,"High risk"
7639-SUPCW,3,"Medium risk"
8999-XXGNS,3,"Medium risk"
0471-ARVMX,3,"Medium risk"
7524-VRLPL,0,"Low risk"
1069-XAIEM,6,"High risk"
4884-TVUQF,2,"Medium risk"
4658-HCOHW,4,"High risk"
3440-JPSCL,5,"High risk"
8065-BVEPF,4,"High risk"
2889-FPWRM,3,"Medium risk"
6987-XQSJT,4,"High risk"
6350-XFYGW,5,"High risk"
4290-BSXUX,4,"High risk"
8755-IWJHN,4,"High risk"
0325-XBFAC,6,"High risk"
4480-QQRHC,4,"High risk"
0929-PECLO,4,"High risk"
2462-XIIJB,6,"High risk"
4760-XOHVN,4,"High risk"
9470-YFUYI,0,"Low risk"
7817-BOQPW,5,"High risk"
7402-EYFXX,4,"High risk"
1853-UDXBW,5,"High risk"
5458-CQJTA,1,"Low risk"
5219-YIPTK,5,"High risk"
3540-RZJYU,5,"High risk"
2091-MJTFX,1,"Low risk"
0883-EIBTI,3,"Medium risk"
0722-TROQR,5,"High risk"
7571-YXDAD,5,"High risk"
3393-FMZPV,5,"High risk"
6402-ZFPPI,5,"High risk"
7486-KSRVI,3,"Medium risk"
8443-WVPSS,5,"High risk"
3006-XIMLN,6,"High risk"
1986-PHGZF,2,"Medium risk"
9965-YOKZB,6,"High risk"
0504-HHAPI,4,"High risk"
6305-YLBMM,2,"Medium risk"
8024-XNAFQ,2,"Medium risk"
3647-GMGDH,5,"High risk"
2988-GBIVW,4,"High risk"
3791-LGQCY,4,"High risk"
8166-ZZTFS,2,"Medium risk"
5956-YHHRX,4,"High risk"
6008-NAIXK,1,"Low risk"
2956-GGUCQ,4,"High risk"
6595-COKXZ,3,"Medium risk"
4007-NHVHI,4,"High risk"
0362-ZBZWJ,5,"High risk"
8979-CAMGB,2,"Medium risk"
4211-MMAZN,4,"High risk"
4274-OWWYO,4,"High risk"
1541-ETJZO,3,"Medium risk"
7813-ZGGAW,3,"Medium risk"
4106-HADHQ,1,"Low risk"
2369-UAPKZ,5,"High risk"
2778-OCLGR,3,"Medium risk"
6583-KQJLK,4,"High risk"
6139-ZZRBQ,1,"Low risk"
0637-KVDLV,5,"High risk"
6633-MPWBS,3,"Medium risk"
8785-EPNCG,4,"High risk"
5729-KLZAR,6,"High risk"
1582-RAFML,3,"Medium risk"
8740-CRYFY,5,"High risk"
7594-LZNWR,3,"Medium risk"
2962-XPMCQ,4,"High risk"
3996-ZNWYK,1,"Low risk"
1678-FYZOW,5,"High risk"
8627-EHGIP,2,"Medium risk"
5480-TBGPH,4,"High risk"
8760-ZRHKE,1,"Low risk"
8854-CCVSQ,5,"High risk"
0511-JTEOY,5,"High risk"
5216-WASFJ,4,"High risk"
7067-KSAZT,4,"High risk"
6532-YLWSI,1,"Low risk"
4948-WBBKL,3,"Medium risk"
9300-AGZNL,6,"High risk"
1112-CUNAO,5,"High risk"
5175-AOBHI,4,"High risk"
5174-RNGBH,2,"Medium risk"
7270-BDIOA,4,"High risk"
9565-JSNFM,2,"Medium risk"
8348-JLBUG,3,"Medium risk"
0607-DAAHE,1,"Low risk"
9732-KPKBW,3,"Medium risk"
3339-EAQNV,3,"Medium risk"
3389-YGYAI,5,"High risk"
9560-ARGQJ,5,"High risk"
5134-IKDAY,4,"High risk"
3070-DVEYC,5,"High risk"
5730-RIITO,2,"Medium risk"
5707-ORNDZ,4,"High risk"
8696-JKZNU,3,"Medium risk"
5380-AFSSK,6,"High risk"
2055-PDADH,4,"High risk"
7515-LODFU,1,"Low risk"
8714-EUHJO,4,"High risk"
8041-TMEID,3,"Medium risk"
6941-KXRRV,1,"Low risk"
3721-CNEYS,5,"High risk"
2568-OIADY,5,"High risk"
1193-RTSLK,5,"High risk"
2302-ANTDP,4,"High risk"
5923-GXUOC,6,"High risk"
4501-UYKBC,0,"Low risk"
5233-GEEAX,4,"High risk"
5304-EFJLP,2,"Medium risk"
8875-AKBYH,4,"High risk"
4432-ADRLB,4,"High risk"
0533-UCAAU,1,"Low risk"
1394-SUIUH,3,"Medium risk"
8993-PHFWD,4,"High risk"
1565-RHDJD,5,"High risk"
7137-RYLPP,5,"High risk"
3765-JXVKY,5,"High risk"
7330-WZLNC,5,"High risk"
3957-LXOLK,5,"High risk"
6635-MYYYZ,2,"Medium risk"
8565-WUXZU,2,"Medium risk"
5281-BUZGT,5,"High risk"
5378-IKEEG,3,"Medium risk"
2718-GAXQD,4,"High risk"
2055-BFOCC,1,"Low risk"
4584-LBNMK,1,"Low risk"
3898-GUYTS,3,"Medium risk"
6413-XKKPU,5,"High risk"
3703-KBKZP,3,"Medium risk"
1449-XQEMT,4,"High risk"
2626-URJFX,3,"Medium risk"
2612-RRIDN,6,"High risk"
4735-ASGMA,5,"High risk"
3669-LVWZB,4,"High risk"
6892-EZDTG,6,"High risk"
5117-IFGPS,4,"High risk"
9725-SCPZG,5,"High risk"
5884-GCYMI,5,"High risk"
3217-FZDMN,6,"High risk"
7853-GVUDZ,4,"High risk"
7480-QNVZJ,4,"High risk"
3943-KDREE,4,"High risk"
9239-ZBZZV,4,"High risk"
4398-HSCJH,3,"Medium risk"
