customer_ID,gender,senior_citizen,partner,dependents,tenure,contract,payment_method,paperless_billing,monthly_charges,total_charges,"Internet Type","Online Security","Online Backup","Premium Tech Support","Streaming TV","Streaming Movies","Churn Category","Churn Reason","Satisfaction Score","Churn Score",CLTV,churn
3192-LNKRK,Male,No,Yes,Yes,34,Month-to-month,"Mailed check",Yes,84.05,2909.95,"Fiber Optic",No,No,No,Yes,No,,,3,67,3476,No
3005-TYFRD,Female,No,Yes,No,55,Month-to-month,"Credit card (automatic)",Yes,103.65,5676.65,"Fiber Optic",No,Yes,No,Yes,Yes,,,5,46,4768,No
3079-BCHLN,Male,No,Yes,No,47,"One year","Bank transfer (automatic)",No,19.9,942.95,None,No,No,No,No,No,,,5,70,5394,No
2969-VAPYH,Female,No,No,No,67,"One year","Credit card (automatic)",No,60.5,3870,DSL,Yes,Yes,Yes,No,No,,,3,48,4363,No
7181-OQCUT,Male,No,No,No,21,Month-to-month,"Mailed check",No,103.85,2215,"Fiber Optic",Yes,No,No,Yes,Yes,,,3,77,4520,No
8474-UMLNT,Female,No,No,No,13,Month-to-month,"Bank transfer (automatic)",No,67.8,842.25,DSL,Yes,Yes,Yes,No,Yes,,,3,30,4115,No
5214-CHIWJ,Male,No,No,No,27,"One year","Mailed check",No,20.3,595.05,None,No,No,No,No,No,,,5,71,3159,No
2465-BLLEU,Male,No,No,No,1,Month-to-month,"Mailed check",Yes,19.75,19.75,None,No,No,No,No,No,,,5,33,4441,No
8874-EJNSR,Male,No,Yes,Yes,39,"Two year","Mailed check",No,25.2,987.95,None,No,No,No,No,No,,,5,65,5453,No
5049-MUBWG,Male,No,No,No,26,"One year","Bank transfer (automatic)",No,75,1908.35,DSL,Yes,No,Yes,Yes,Yes,,,3,79,4705,No
0769-MURVM,Female,No,Yes,Yes,72,"Two year","Bank transfer (automatic)",No,65.7,4575.35,Cable,Yes,Yes,Yes,Yes,Yes,,,3,52,6187,No
7030-FZTFM,Male,No,Yes,Yes,72,"Two year","Credit card (automatic)",No,110.9,7922.75,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,4,27,6444,No
5120-ZBLAI,Female,No,Yes,No,50,"One year","Bank transfer (automatic)",No,75.7,3876.2,DSL,No,No,No,Yes,Yes,,,5,75,6144,No
1194-BHJYC,Male,No,Yes,No,61,"Two year","Mailed check",Yes,62.15,3778.85,DSL,Yes,No,Yes,Yes,Yes,,,3,59,6427,No
7858-GTZSP,Female,No,No,No,12,Month-to-month,"Electronic check",Yes,86.55,1066.9,"Fiber Optic",No,No,No,No,Yes,,,5,71,2061,No
6248-BSHKG,Male,No,Yes,Yes,61,"One year","Mailed check",No,20.4,1226.45,None,No,No,No,No,No,,,3,77,5897,No
3470-BTGQO,Male,No,No,Yes,21,Month-to-month,"Mailed check",No,45.65,985.05,DSL,No,No,No,No,No,,,4,39,5731,No
1209-VFFOC,Male,No,Yes,Yes,68,"Two year","Mailed check",Yes,56.4,3948.45,DSL,Yes,Yes,Yes,No,Yes,,,3,59,4556,No
6917-IAYHD,Male,No,No,Yes,1,Month-to-month,"Mailed check",No,33.6,33.6,Cable,No,Yes,Yes,No,No,,,5,27,4369,No
7572-KPVKK,Male,No,No,Yes,62,"Two year","Electronic check",Yes,104.05,6590.5,"Fiber Optic",No,No,Yes,Yes,Yes,,,4,33,5900,No
2642-MAWLJ,Female,No,Yes,Yes,36,"Two year","Bank transfer (automatic)",No,20.25,717.95,None,No,No,No,No,No,,,5,57,5272,No
1207-BLKSA,Female,No,Yes,Yes,52,"Two year","Mailed check",No,23.05,1255.1,None,No,No,No,No,No,,,3,34,4922,No
4291-YZODP,Female,No,No,Yes,7,"One year","Mailed check",No,20.05,96.8,None,No,No,No,No,No,,,5,62,3810,No
0017-IUDMW,Female,No,Yes,Yes,72,"Two year","Credit card (automatic)",Yes,116.8,8456.75,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,52,6252,No
9955-QOPOY,Male,No,Yes,No,69,"One year","Credit card (automatic)",Yes,60.8,4263.4,DSL,No,Yes,Yes,Yes,Yes,,,4,63,5683,No
4385-ZKVNW,Male,No,Yes,Yes,44,Month-to-month,"Bank transfer (automatic)",Yes,54.9,2549.1,DSL,No,Yes,Yes,No,No,,,4,21,4412,No
2990-IAJSV,Male,No,No,No,72,"Two year","Bank transfer (automatic)",No,92,6632.75,Cable,Yes,Yes,Yes,Yes,Yes,,,3,68,4200,No
9027-YFHQJ,Male,No,No,No,7,Month-to-month,"Bank transfer (automatic)",Yes,25.05,152.95,None,No,No,No,No,No,,,5,54,4868,No
6480-YAGIY,Male,No,No,No,45,"One year","Credit card (automatic)",No,112.2,5031.85,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,74,3091,No
4029-HPFVY,Male,No,No,No,3,Month-to-month,"Mailed check",Yes,70.3,220.4,"Fiber Optic",No,No,No,No,No,,,4,67,4275,No
7602-DBTOU,Female,No,Yes,No,71,"Two year","Mailed check",No,19.6,1416.5,None,No,No,No,No,No,,,4,20,4890,No
5457-COLHT,Male,No,Yes,Yes,69,"Two year","Bank transfer (automatic)",No,80.65,5542.55,Cable,Yes,Yes,Yes,Yes,Yes,,,3,41,4618,No
0307-BCOPK,Female,No,No,No,16,"One year","Mailed check",No,19.05,326.65,None,No,No,No,No,No,,,5,60,4336,No
6124-ACRHJ,Female,No,No,No,1,Month-to-month,"Mailed check",No,19.75,19.75,None,No,No,No,No,No,,,5,32,4099,No
9362-MWODR,Female,No,No,Yes,40,Month-to-month,"Credit card (automatic)",Yes,64.1,2460.35,DSL,Yes,No,Yes,Yes,No,,,3,79,5056,No
9975-GPKZU,Male,No,Yes,Yes,46,"Two year","Credit card (automatic)",No,19.75,856.5,None,No,No,No,No,No,,,4,56,2610,No
5161-UBZXI,Male,No,Yes,Yes,69,"Two year","Credit card (automatic)",Yes,106.35,7261.75,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,4,58,6315,No
1020-JPQOW,Female,No,Yes,No,56,Month-to-month,"Electronic check",No,90.55,5116.6,"Fiber Optic",No,Yes,Yes,No,No,,,4,63,6161,No
7919-ZODZZ,Female,No,Yes,Yes,10,"One year","Mailed check",Yes,65.9,660.05,DSL,No,Yes,No,No,Yes,,,4,78,5289,No
6867-ACCZI,Female,No,Yes,Yes,24,"Two year","Mailed check",Yes,52.5,1208.15,DSL,Yes,Yes,Yes,No,Yes,,,3,47,3303,No
5939-XAIXZ,Female,No,No,No,19,Month-to-month,"Mailed check",Yes,56.1,1033.9,DSL,No,No,No,No,No,,,3,27,3367,No
9732-EQMWY,Female,No,Yes,No,49,Month-to-month,"Electronic check",No,99.4,5025,"Fiber Optic",No,Yes,No,Yes,Yes,,,4,59,4725,No
5269-NRGDP,Male,No,Yes,Yes,42,"One year","Electronic check",No,73.15,3088.25,DSL,No,No,Yes,Yes,Yes,,,3,58,2531,No
2121-JAFOM,Female,No,Yes,No,72,"Two year","Credit card (automatic)",Yes,115.55,8312.4,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,38,5076,No
5198-HQAEN,Male,No,Yes,Yes,35,"One year","Electronic check",Yes,89.7,3165.6,"Fiber Optic",No,Yes,Yes,Yes,No,,,4,44,2775,No
2819-GWENI,Female,No,Yes,Yes,28,"One year","Mailed check",No,19.9,543,None,No,No,No,No,No,,,4,41,2987,No
3572-UUHRS,Male,No,No,No,45,"One year","Bank transfer (automatic)",No,18.85,867.3,None,No,No,No,No,No,,,4,78,2653,No
5955-EPOAZ,Female,No,No,No,6,Month-to-month,"Mailed check",Yes,20.95,109.5,None,No,No,No,No,No,,,3,77,5554,No
6821-JPCDC,Female,No,Yes,No,48,"One year","Electronic check",Yes,97.05,4692.95,"Fiber Optic",No,Yes,No,Yes,Yes,,,5,66,5893,No
8815-LMFLX,Male,No,Yes,Yes,25,Month-to-month,"Bank transfer (automatic)",Yes,25.4,546.85,None,No,No,No,No,No,,,3,26,5250,No
8582-KRHPJ,Male,No,No,No,50,Month-to-month,"Mailed check",Yes,35,1782.4,DSL,Yes,Yes,No,No,No,,,3,45,5629,No
5811-IWXYM,Female,No,Yes,Yes,52,"One year","Bank transfer (automatic)",No,101.25,5301.1,"Fiber Optic",No,No,No,Yes,Yes,,,5,25,5954,No
1506-YJTYT,Male,No,Yes,Yes,45,"Two year","Credit card (automatic)",No,73.85,3371,DSL,Yes,Yes,Yes,Yes,No,,,3,76,5264,No
4123-DVHPH,Male,No,Yes,No,9,Month-to-month,"Electronic check",Yes,88.05,801.3,"Fiber Optic",Yes,No,No,No,Yes,,,3,30,2715,No
2228-BZDEE,Female,No,No,No,54,"Two year","Mailed check",No,20.1,1079.45,None,No,No,No,No,No,,,5,57,5755,No
7596-LDUXP,Female,No,No,No,12,"One year","Credit card (automatic)",Yes,85.15,979.05,"Fiber Optic",Yes,No,No,Yes,No,,,4,52,2452,No
2192-OZITF,Female,No,No,No,45,"Two year","Mailed check",No,73.55,3349.1,DSL,Yes,No,Yes,No,Yes,,,3,56,2280,No
5651-CPDND,Male,No,No,No,10,Month-to-month,"Mailed check",No,46,492.1,DSL,No,No,No,No,No,,,4,38,3903,No
7729-XBTWX,Male,No,Yes,Yes,66,"Two year","Mailed check",Yes,19.75,1344.5,None,No,No,No,No,No,,,4,58,4485,No
9134-WYRVP,Male,No,No,No,51,"One year","Mailed check",No,86.35,4267.15,"Fiber Optic",Yes,No,No,Yes,No,,,3,74,5311,No
3284-SVCRO,Female,No,Yes,No,45,"Two year","Mailed check",No,25.5,1121.05,None,No,No,No,No,No,,,3,47,3146,No
9732-OUYRN,Female,No,Yes,No,49,"One year","Credit card (automatic)",No,19,918.7,None,No,No,No,No,No,,,3,39,4066,No
2931-SVLTV,Male,No,Yes,Yes,40,Month-to-month,"Credit card (automatic)",Yes,110.1,4469.1,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,39,2283,No
7504-UWHNB,Male,No,No,No,25,Month-to-month,"Electronic check",No,69.75,1729.35,"Fiber Optic",No,No,No,No,No,,,4,26,3080,No
2582-FFFZR,Female,No,No,No,22,Month-to-month,"Electronic check",Yes,50.6,1073.3,DSL,No,No,No,Yes,Yes,,,4,62,2854,No
8908-NMQTX,Male,No,No,No,72,"Two year","Bank transfer (automatic)",Yes,65.6,4566.5,Cable,Yes,Yes,Yes,Yes,Yes,,,3,75,4369,No
1431-AIDJQ,Male,No,Yes,Yes,33,"Two year","Credit card (automatic)",No,82.1,2603.1,Cable,No,Yes,Yes,Yes,Yes,,,4,32,2281,No
6288-LBEAR,Female,No,No,No,23,Month-to-month,"Mailed check",Yes,79.1,1783.75,"Fiber Optic",No,Yes,Yes,No,No,,,5,75,3619,No
5808-TOTXO,Female,No,No,Yes,3,"One year","Credit card (automatic)",Yes,20.55,57.4,None,No,No,No,No,No,,,3,69,2774,No
5324-KTGCG,Male,No,Yes,No,71,"One year","Electronic check",No,20.85,1539.75,None,No,No,No,No,No,,,4,67,4837,No
7394-LWLYN,Female,No,No,No,2,Month-to-month,"Electronic check",Yes,70.15,123.8,"Fiber Optic",No,No,No,No,No,,,3,75,4840,No
6873-UDNLD,Male,No,No,No,40,Month-to-month,"Electronic check",No,67.45,2731,DSL,Yes,No,No,No,Yes,,,3,55,4714,No
2700-LUEVA,Male,No,No,No,1,Month-to-month,"Credit card (automatic)",No,20.75,20.75,None,No,No,No,No,No,,,3,76,2791,No
0958-YHXGP,Female,No,No,No,7,Month-to-month,"Mailed check",Yes,69.9,497.3,"Fiber Optic",No,No,No,No,No,,,4,80,4562,No
5743-KHMNA,Male,No,No,No,71,"Two year","Bank transfer (automatic)",No,25.55,1898.1,None,No,No,No,No,No,,,5,27,6305,No
4194-FJARJ,Female,No,Yes,Yes,54,"Two year","Bank transfer (automatic)",No,60,3273.95,Cable,Yes,No,Yes,No,No,,,3,52,4798,No
6992-TKNYO,Male,No,Yes,No,38,"One year","Credit card (automatic)",No,69,2669.45,DSL,No,No,Yes,No,Yes,,,4,23,4487,No
1518-OMDIK,Male,No,Yes,No,33,Month-to-month,"Credit card (automatic)",Yes,44.55,1462.6,DSL,No,No,No,No,No,,,4,28,2422,No
6671-NGWON,Female,No,No,No,7,Month-to-month,"Mailed check",No,20.35,150.6,None,No,No,No,No,No,,,5,52,3098,No
0096-BXERS,Female,No,Yes,No,6,Month-to-month,"Electronic check",No,50.35,314.55,Cable,No,No,No,No,No,,,3,74,3442,No
3806-YAZOV,Female,No,No,No,3,Month-to-month,"Mailed check",No,18.8,56,None,No,No,No,No,No,,,4,67,3010,No
6741-QRLUP,Female,No,No,No,63,"Two year","Credit card (automatic)",Yes,80.3,4995.35,DSL,Yes,Yes,Yes,No,Yes,,,3,74,5554,No
8200-KLNYW,Female,No,Yes,No,21,"One year","Mailed check",No,80.9,1714.95,DSL,Yes,No,Yes,Yes,Yes,,,4,36,5733,No
3372-CDXFJ,Male,No,Yes,Yes,13,"One year","Bank transfer (automatic)",No,24.5,343.6,None,No,No,No,No,No,,,5,59,5077,No
2718-YSKCS,Male,No,Yes,Yes,71,"Two year","Bank transfer (automatic)",Yes,19.6,1387.45,None,No,No,No,No,No,,,5,56,6444,No
9896-UYMIE,Male,No,No,No,66,"One year","Bank transfer (automatic)",Yes,114.3,7383.7,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,52,5303,No
8212-CRQXP,Female,No,Yes,No,22,Month-to-month,"Credit card (automatic)",Yes,80,1706.45,"Fiber Optic",No,No,No,Yes,No,,,3,80,2640,No
6980-CDGFC,Female,No,Yes,No,67,"One year","Bank transfer (automatic)",Yes,20.85,1327.4,None,No,No,No,No,No,,,5,71,5972,No
7691-XVTZH,Female,No,Yes,No,68,"Two year","Bank transfer (automatic)",Yes,89.95,5974.3,"Fiber Optic",No,No,No,Yes,No,,,4,64,5672,No
5868-YTYKS,Male,No,No,Yes,1,Month-to-month,"Mailed check",Yes,20.25,20.25,None,No,No,No,No,No,,,3,48,2448,No
3525-DVKFN,Female,No,No,No,17,"Two year","Mailed check",No,19.4,358.05,None,No,No,No,No,No,,,3,44,3561,No
0377-JBKKT,Male,No,Yes,Yes,22,Month-to-month,"Mailed check",Yes,57.95,1271.8,DSL,Yes,Yes,Yes,No,No,,,3,41,5036,No
5778-BVOFB,Female,No,No,No,9,Month-to-month,"Bank transfer (automatic)",Yes,59.5,530.05,Cable,No,No,Yes,Yes,No,,,5,53,4011,No
7663-YJHSN,Female,No,Yes,No,72,"Two year","Bank transfer (automatic)",Yes,103.95,7556.9,"Fiber Optic",Yes,Yes,Yes,Yes,No,,,3,56,5096,No
4915-BFSXL,Male,No,Yes,Yes,70,"Two year","Credit card (automatic)",No,68.95,4858.7,DSL,Yes,No,No,Yes,No,,,3,60,4858,No
3086-RUCRN,Female,No,No,No,66,Month-to-month,"Bank transfer (automatic)",Yes,103.1,6595,"Fiber Optic",Yes,Yes,Yes,No,Yes,,,3,46,6183,No
5215-LNLDJ,Female,No,Yes,Yes,7,Month-to-month,"Electronic check",Yes,24.7,149.05,DSL,No,No,No,No,No,,,3,52,3872,No
0257-KXZGU,Female,No,Yes,Yes,32,Month-to-month,"Bank transfer (automatic)",No,62.45,2045.55,DSL,No,Yes,No,No,No,,,3,74,5442,No
1307-ATKGB,Male,No,No,No,24,Month-to-month,"Electronic check",Yes,89.55,2187.15,"Fiber Optic",No,Yes,No,No,Yes,,,5,41,2007,No
3714-XPXBW,Female,No,No,No,37,Month-to-month,"Credit card (automatic)",Yes,78.9,2976.95,DSL,Yes,Yes,Yes,Yes,No,,,4,64,3801,No
1850-AKQEP,Male,No,No,Yes,8,Month-to-month,"Mailed check",No,20.35,178.7,None,No,No,No,No,No,,,3,42,4577,No
5372-FBKBN,Female,No,No,Yes,21,Month-to-month,"Mailed check",No,20.75,452.2,None,No,No,No,No,No,,,3,39,2143,No
0420-TXVSG,Male,No,Yes,No,66,"Two year","Credit card (automatic)",Yes,66.1,4428.45,DSL,Yes,Yes,No,No,No,,,3,73,5933,No
6217-TOWGS,Female,No,Yes,No,17,Month-to-month,"Bank transfer (automatic)",Yes,75.4,1322.55,DSL,No,Yes,No,Yes,Yes,,,3,64,4852,No
6874-SGLHU,Male,No,No,No,30,"One year","Bank transfer (automatic)",Yes,97,3021.3,"Fiber Optic",No,Yes,No,Yes,Yes,,,5,23,4126,No
5951-AOFIH,Male,No,No,No,33,Month-to-month,"Credit card (automatic)",Yes,66.4,2245.4,Cable,No,Yes,No,Yes,No,,,5,69,3843,No
8652-YHIYU,Female,No,No,Yes,16,"One year","Credit card (automatic)",Yes,79.5,1264.2,"Fiber Optic",No,No,Yes,No,No,,,4,64,5040,No
3486-HOOGQ,Female,No,Yes,Yes,70,"Two year","Bank transfer (automatic)",No,79.7,5743.3,DSL,Yes,Yes,Yes,Yes,No,,,3,41,4848,No
5061-PBXFW,Female,No,Yes,Yes,32,Month-to-month,"Bank transfer (automatic)",No,61.4,1864.65,DSL,Yes,Yes,Yes,No,No,,,3,51,2649,No
8630-FJLIB,Female,No,No,No,18,Month-to-month,"Electronic check",Yes,69.8,1221.65,"Fiber Optic",No,No,No,No,No,,,4,68,2421,No
3891-NLXJB,Male,No,No,No,37,"Two year","Mailed check",Yes,40.55,1390.85,DSL,Yes,Yes,Yes,No,No,,,3,24,4050,No
0577-WHMEV,Female,No,Yes,No,16,Month-to-month,"Electronic check",No,90.7,1374.9,"Fiber Optic",Yes,Yes,No,No,No,,,3,73,4839,No
3716-LRGXK,Male,No,Yes,No,60,"Two year","Credit card (automatic)",No,101.15,6067.4,"Fiber Optic",No,No,No,Yes,Yes,,,3,35,5301,No
2001-EWBQU,Female,No,No,No,60,"Two year","Electronic check",No,104.7,6333.8,"Fiber Optic",No,Yes,No,Yes,Yes,,,5,75,6186,No
6695-AMZUF,Female,No,Yes,No,70,"Two year","Credit card (automatic)",No,86.45,5950.2,DSL,Yes,Yes,Yes,Yes,Yes,,,4,54,5950,No
1619-YWUBB,Female,No,Yes,No,68,"Two year","Credit card (automatic)",Yes,24.95,1614.9,None,No,No,No,No,No,,,5,72,6146,No
7611-YKYTC,Male,No,Yes,Yes,22,Month-to-month,"Bank transfer (automatic)",No,75,1573.95,"Fiber Optic",Yes,No,No,No,No,,,3,48,4040,No
0365-GXEZS,Male,No,Yes,No,18,Month-to-month,"Electronic check",No,78.2,1468.75,"Fiber Optic",No,No,Yes,No,No,,,5,79,2831,No
0082-OQIQY,Male,No,No,No,29,Month-to-month,"Electronic check",Yes,94.2,2607.6,"Fiber Optic",No,No,Yes,Yes,Yes,,,5,60,4561,No
6893-ODYYE,Male,No,No,No,50,"One year","Credit card (automatic)",Yes,90.1,4549.45,"Fiber Optic",Yes,Yes,Yes,No,No,,,3,25,6435,No
1139-WUOAH,Male,No,No,No,57,"Two year","Credit card (automatic)",No,53.35,3090.05,DSL,No,No,Yes,Yes,Yes,,,4,42,5461,No
4693-VWVBO,Female,No,No,No,3,Month-to-month,"Electronic check",No,19.55,61.05,None,No,No,No,No,No,,,4,46,3889,No
0988-JRWWP,Female,No,No,No,3,Month-to-month,"Electronic check",Yes,54.2,140.4,DSL,No,No,No,Yes,No,,,4,68,3167,No
5075-JSDKI,Female,No,No,No,59,"Two year","Electronic check",No,24.45,1493.1,None,No,No,No,No,No,,,4,26,6196,No
8644-XYTSV,Male,No,Yes,No,42,Month-to-month,"Bank transfer (automatic)",Yes,40.15,1626.05,DSL,Yes,No,No,Yes,No,,,4,68,4348,No
4116-IQRFR,Male,No,Yes,Yes,4,"One year","Credit card (automatic)",No,24.1,73.1,None,No,No,No,No,No,,,3,21,4463,No
8259-DZLIZ,Female,No,Yes,Yes,64,"One year","Bank transfer (automatic)",Yes,53.85,3399.85,DSL,No,Yes,No,No,No,,,4,36,4954,No
3120-FAZKD,Male,No,Yes,Yes,54,"Two year","Bank transfer (automatic)",Yes,24.05,1230.9,None,No,No,No,No,No,,,4,41,4039,No
0225-ZORZP,Male,No,No,No,3,Month-to-month,"Electronic check",No,84.3,235.05,"Fiber Optic",No,Yes,No,No,Yes,,,5,43,5828,No
2830-LEWOA,Male,No,Yes,Yes,61,"One year","Credit card (automatic)",No,103.9,6449.15,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,5,28,4079,No
7797-EJMDP,Female,No,No,No,8,Month-to-month,"Bank transfer (automatic)",No,66.05,574.5,DSL,Yes,No,Yes,No,Yes,,,3,59,4157,No
6368-NWMCE,Female,No,No,No,38,Month-to-month,"Credit card (automatic)",No,68.15,2656.3,DSL,No,Yes,Yes,No,Yes,,,3,66,3371,No
9274-UARKJ,Female,No,No,No,15,Month-to-month,"Bank transfer (automatic)",Yes,83.2,1130,"Fiber Optic",No,Yes,No,Yes,No,,,3,36,4096,No
4077-HWUYD,Male,No,Yes,Yes,72,"Two year","Bank transfer (automatic)",Yes,87.55,6463.15,DSL,Yes,Yes,Yes,Yes,Yes,,,4,43,5341,No
7305-ZWMAJ,Male,No,Yes,No,30,"One year","Credit card (automatic)",No,20.7,587.1,None,No,No,No,No,No,,,5,78,2492,No
4860-IJUDE,Male,No,No,No,13,Month-to-month,"Credit card (automatic)",Yes,73.75,956.65,"Fiber Optic",Yes,No,No,No,No,,,3,78,2070,No
9688-YGXVR,Female,No,No,No,44,Month-to-month,"Credit card (automatic)",Yes,88.15,3973.2,"Fiber Optic",No,Yes,No,Yes,No,,,4,59,4112,No
1945-XISKS,Female,No,Yes,No,67,"Two year","Mailed check",No,19.65,1335.2,None,No,No,No,No,No,,,4,26,4994,No
5360-LJCNJ,Female,No,Yes,No,71,"Two year","Bank transfer (automatic)",Yes,105.15,7555,"Fiber Optic",No,Yes,No,Yes,Yes,,,5,32,5707,No
2607-FBDFF,Male,No,No,No,1,Month-to-month,"Credit card (automatic)",No,49,49,DSL,No,No,Yes,No,No,,,3,45,5289,No
1100-DDVRV,Male,No,Yes,No,17,Month-to-month,"Mailed check",Yes,49.8,836.35,DSL,No,Yes,No,Yes,Yes,,,5,24,5575,No
6728-WYQBC,Male,No,No,No,1,Month-to-month,"Bank transfer (automatic)",No,20.95,20.95,None,No,No,No,No,No,,,3,62,2285,No
6145-NNPNO,Female,No,No,No,1,Month-to-month,"Bank transfer (automatic)",No,44.15,44.15,Cable,No,No,No,No,No,,,4,64,3103,No
5339-TJFEK,Male,No,Yes,Yes,62,Month-to-month,"Electronic check",Yes,105.5,6487.2,"Fiber Optic",Yes,Yes,No,Yes,Yes,,,4,56,4271,No
2074-GUHPQ,Female,No,No,Yes,17,Month-to-month,"Credit card (automatic)",Yes,92.7,1556.85,"Fiber Optic",No,Yes,Yes,No,No,,,4,41,2347,No
4625-XMOYM,Female,No,Yes,Yes,72,"Two year","Bank transfer (automatic)",Yes,26.25,1988.05,None,No,No,No,No,No,,,4,36,5098,No
5827-MWCZK,Male,No,Yes,Yes,56,Month-to-month,"Credit card (automatic)",Yes,96.95,5432.2,"Fiber Optic",No,Yes,Yes,Yes,No,,,5,66,6484,No
1385-TQOZW,Female,No,No,No,9,Month-to-month,"Credit card (automatic)",Yes,20.45,147.55,None,No,No,No,No,No,,,4,41,2392,No
5914-XRFQB,Male,No,Yes,No,72,"Two year","Bank transfer (automatic)",Yes,115.8,8424.9,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,80,6479,No
5944-UGLLK,Male,No,No,No,53,"One year","Credit card (automatic)",No,54.9,3045.75,Cable,No,No,Yes,Yes,Yes,,,4,80,5677,No
2252-ISRNH,Male,No,Yes,Yes,9,"One year","Electronic check",Yes,90.35,767.9,"Fiber Optic",No,No,No,Yes,No,,,3,27,2993,No
9415-TPKRV,Female,No,Yes,Yes,8,Month-to-month,"Electronic check",No,55.75,446.8,DSL,No,Yes,No,No,No,,,4,38,5681,No
5322-TEUJK,Female,No,Yes,Yes,71,"Two year","Bank transfer (automatic)",No,114.6,8100.25,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,4,71,4071,No
2697-NQBPF,Male,No,No,No,34,Month-to-month,"Electronic check",Yes,105.35,3540.65,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,3,74,5503,No
0599-XNYDO,Female,No,Yes,No,20,Month-to-month,"Bank transfer (automatic)",Yes,69.8,1540.35,"Fiber Optic",No,No,No,No,No,,,5,33,5456,No
3181-MIZBN,Male,No,Yes,Yes,16,Month-to-month,"Electronic check",No,19.75,313.4,None,No,No,No,No,No,,,4,68,3677,No
9084-OAYKL,Male,No,No,No,58,"Two year","Mailed check",No,20.8,1212.25,None,No,No,No,No,No,,,4,80,4758,No
5201-USSQZ,Female,No,Yes,No,26,Month-to-month,"Credit card (automatic)",No,85.9,2196.45,"Fiber Optic",No,No,Yes,No,Yes,,,4,67,4038,No
2105-PHWON,Female,No,Yes,No,33,Month-to-month,"Credit card (automatic)",Yes,95,3008.15,"Fiber Optic",No,No,Yes,No,Yes,,,3,76,4639,No
1494-EJZDW,Female,No,Yes,Yes,10,"Two year","Mailed check",No,20.15,220.8,None,No,No,No,No,No,,,5,74,2836,No
8003-EWNDZ,Female,No,No,No,10,Month-to-month,"Electronic check",Yes,21.2,222.65,None,No,No,No,No,No,,,4,34,2066,No
9256-JTBNZ,Female,No,No,No,11,Month-to-month,"Bank transfer (automatic)",No,20.3,246.3,None,No,No,No,No,No,,,3,72,4188,No
2211-RMNHO,Female,No,Yes,Yes,68,"Two year","Bank transfer (automatic)",No,85.3,5560,Cable,No,Yes,Yes,Yes,Yes,,,4,43,4732,No
1834-ABKHQ,Female,No,Yes,Yes,52,"One year","Bank transfer (automatic)",Yes,50.95,2610.65,Cable,No,No,No,No,No,,,4,73,4298,No
1741-WTPON,Male,No,Yes,Yes,56,"Two year","Mailed check",No,115.85,6567.9,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,75,4937,No
1240-HCBOH,Female,No,No,No,67,"Two year","Mailed check",Yes,26.1,1759.55,None,No,No,No,No,No,,,3,42,6466,No
3594-KADLU,Male,No,Yes,No,3,Month-to-month,"Mailed check",No,35.1,101.1,Cable,Yes,No,Yes,No,No,,,3,35,3610,No
2853-CWQFQ,Male,No,No,Yes,1,Month-to-month,"Mailed check",Yes,59.55,59.55,Cable,No,No,Yes,No,Yes,,,3,47,5824,No
0813-TAXXS,Male,No,No,No,55,"Two year","Bank transfer (automatic)",Yes,77.8,4323.35,DSL,No,No,No,Yes,Yes,,,5,59,6483,No
2519-TWKFS,Male,No,Yes,Yes,25,"One year","Mailed check",Yes,55.1,1466.1,DSL,No,No,Yes,No,No,,,4,40,2499,No
0626-QXNGV,Female,No,Yes,No,72,"Two year","Credit card (automatic)",Yes,24.15,1776.45,None,No,No,No,No,No,,,5,68,5613,No
6723-CEGQI,Female,No,No,Yes,65,"Two year","Mailed check",No,45.25,2933.95,DSL,No,Yes,Yes,Yes,No,,,5,37,5712,No
9499-XPZXM,Female,No,Yes,No,72,"Two year","Bank transfer (automatic)",No,64.75,4804.75,DSL,Yes,Yes,Yes,No,No,,,3,30,4675,No
4338-EYCER,Male,No,Yes,No,21,Month-to-month,"Bank transfer (automatic)",No,54.6,1125.2,DSL,No,No,No,Yes,No,,,3,43,5763,No
8513-OLYGY,Male,No,Yes,No,72,"Two year","Credit card (automatic)",No,115.8,8332.15,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,41,5130,No
0311-QYWSS,Female,No,No,No,6,Month-to-month,"Electronic check",Yes,49.45,314.6,DSL,Yes,No,No,No,No,,,3,60,3672,No
3680-CTHUH,Male,No,No,No,60,"One year","Credit card (automatic)",Yes,116.6,7049.5,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,74,5680,No
1202-KKGFU,Female,No,Yes,No,12,Month-to-month,"Bank transfer (automatic)",No,54.2,690.5,DSL,Yes,No,Yes,No,No,,,4,31,4474,No
